GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,RCPSZFF.id,RCPSZFF.display-label,YEAR.id,FIRM,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP
0100000US,,United States,22112,"Electric power transmission, control, and distribution",004,Firms operated for the entire year,2012,1187,7589,309986215,35070947,10511460,374978
0100000US,,United States,22112,"Electric power transmission, control, and distribution",514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,24,25,949,47294,14057,392
0100000US,,United States,22112,"Electric power transmission, control, and distribution",523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,21,21,3364,1041,262,23
0100000US,,United States,22112,"Electric power transmission, control, and distribution",525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,24,24,8785,2038,540,50
0100000US,,United States,22112,"Electric power transmission, control, and distribution",531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,28,29,20743,5858,1517,100
0100000US,,United States,22112,"Electric power transmission, control, and distribution",533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,52,53,83764,18815,4392,277
0100000US,,United States,22112,"Electric power transmission, control, and distribution",541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,50,58,178199,41508,9907,646
0100000US,,United States,22112,"Electric power transmission, control, and distribution",542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,112,128,840331,128228,31029,2019
0100000US,,United States,22112,"Electric power transmission, control, and distribution",551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,259,356,4358561,537547,128486,8146
0100000US,,United States,22112,"Electric power transmission, control, and distribution",553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,243,447,8720885,907617,223036,13827
0100000US,,United States,22112,"Electric power transmission, control, and distribution",561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,169,413,11642065,1032933,256315,15205
0100000US,,United States,22112,"Electric power transmission, control, and distribution",563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,106,440,16448293,1386048,363083,18064
0100000US,,United States,22112,"Electric power transmission, control, and distribution",572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,28,131,9573228,770681,221308,9177
0100000US,,United States,22112,"Electric power transmission, control, and distribution",581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,71,5464,258107048,30191339,9257528,307052
0100000US,,United States,22112,"Electric power transmission, control, and distribution",999,Firms not operated for the entire year,2012,63,63,67583,18746,6132,331
0100000US,,United States,221121,Electric bulk power transmission and control,001,All firms,2012,64,250,9959166,1407906,402502,12465
0100000US,,United States,221121,Electric bulk power transmission and control,004,Firms operated for the entire year,2012,59,245,D,D,D,j
0100000US,,United States,221121,Electric bulk power transmission and control,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,3,4,D,D,D,a
0100000US,,United States,221121,Electric bulk power transmission and control,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,0,0,0,0,0,0
0100000US,,United States,221121,Electric bulk power transmission and control,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,0,0,0,0,0,0
0100000US,,United States,221121,Electric bulk power transmission and control,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,4,4,3157,999,253,16
0100000US,,United States,221121,Electric bulk power transmission and control,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,3,3,D,D,D,a
0100000US,,United States,221121,Electric bulk power transmission and control,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,3,5,D,D,D,a
0100000US,,United States,221121,Electric bulk power transmission and control,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,4,4,30308,2809,528,30
0100000US,,United States,221121,Electric bulk power transmission and control,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,6,8,106720,8980,1807,88
0100000US,,United States,221121,Electric bulk power transmission and control,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,5,28,187953,28892,7511,262
0100000US,,United States,221121,Electric bulk power transmission and control,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,8,31,571783,76051,22289,816
0100000US,,United States,221121,Electric bulk power transmission and control,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,12,33,1996108,388390,117746,3522
0100000US,,United States,221121,Electric bulk power transmission and control,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,4,23,D,D,D,g
0100000US,,United States,221121,Electric bulk power transmission and control,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,7,102,D,D,D,i
0100000US,,United States,221121,Electric bulk power transmission and control,999,Firms not operated for the entire year,2012,5,5,D,D,D,a
0100000US,,United States,221122,Electric power distribution,001,All firms,2012,1207,7402,300094632,33681787,10115090,362844
0100000US,,United States,221122,Electric power distribution,004,Firms operated for the entire year,2012,1149,7344,D,D,D,m
0100000US,,United States,221122,Electric power distribution,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,21,21,D,D,D,e
0100000US,,United States,221122,Electric power distribution,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,21,21,3364,1041,262,23
0100000US,,United States,221122,Electric power distribution,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,24,24,8785,2038,540,50
0100000US,,United States,221122,Electric power distribution,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,25,26,18372,5027,1305,86
0100000US,,United States,221122,Electric power distribution,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,49,50,D,D,D,e
0100000US,,United States,221122,Electric power distribution,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,51,59,181033,44342,10540,678
0100000US,,United States,221122,Electric power distribution,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,108,124,810023,125419,30501,1989
0100000US,,United States,221122,Electric power distribution,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,255,352,4297738,531490,127195,8088
0100000US,,United States,221122,Electric power distribution,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,239,427,8579565,882573,217248,13589
0100000US,,United States,221122,Electric power distribution,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,165,407,11288389,992690,243951,14777
0100000US,,United States,221122,Electric power distribution,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,97,426,14987943,1031618,255076,14930
0100000US,,United States,221122,Electric power distribution,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,25,126,8734696,572066,151479,7478
0100000US,,United States,221122,Electric power distribution,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,69,5281,251038687,29413939,9052974,300182
0100000US,,United States,221122,Electric power distribution,999,Firms not operated for the entire year,2012,58,58,D,D,D,e
0100000US,,United States,2212,Natural gas distribution,001,All firms,2012,459,2419,89568130,6681677,1875780,83937
0100000US,,United States,2212,Natural gas distribution,004,Firms operated for the entire year,2012,422,2380,89377226,6671231,1872369,83806
0100000US,,United States,2212,Natural gas distribution,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,17,17,895,13154,3269,163
0100000US,,United States,2212,Natural gas distribution,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,23,23,4201,1000,263,44
0100000US,,United States,2212,Natural gas distribution,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,38,38,13051,3015,752,75
0100000US,,United States,2212,Natural gas distribution,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,45,45,32979,8911,2395,203
0100000US,,United States,2212,Natural gas distribution,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,53,54,89680,17683,4434,327
0100000US,,United States,2212,Natural gas distribution,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,53,64,196441,29103,7285,549
0100000US,,United States,2212,Natural gas distribution,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,32,40,234121,26129,6591,468
0100000US,,United States,2212,Natural gas distribution,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,34,47,546065,76585,21401,1037
0100000US,,United States,2212,Natural gas distribution,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,24,52,798190,77300,17762,883
0100000US,,United States,2212,Natural gas distribution,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,17,34,1157812,84634,22476,1159
0100000US,,United States,2212,Natural gas distribution,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,26,91,3993573,240447,64361,3534
0100000US,,United States,2212,Natural gas distribution,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,15,281,5796659,586298,169830,7692
0100000US,,United States,2212,Natural gas distribution,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,45,1594,76513559,5506972,1551550,67672
0100000US,,United States,2212,Natural gas distribution,999,Firms not operated for the entire year,2012,37,39,190904,10446,3411,131
0100000US,,United States,22121,Natural gas distribution,001,All firms,2012,459,2419,89568130,6681677,1875780,83937
0100000US,,United States,22121,Natural gas distribution,004,Firms operated for the entire year,2012,422,2380,89377226,6671231,1872369,83806
0100000US,,United States,22121,Natural gas distribution,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,17,17,895,13154,3269,163
0100000US,,United States,22121,Natural gas distribution,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,23,23,4201,1000,263,44
0100000US,,United States,22121,Natural gas distribution,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,38,38,13051,3015,752,75
0100000US,,United States,22121,Natural gas distribution,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,45,45,32979,8911,2395,203
0100000US,,United States,22121,Natural gas distribution,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,53,54,89680,17683,4434,327
0100000US,,United States,22121,Natural gas distribution,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,53,64,196441,29103,7285,549
0100000US,,United States,22121,Natural gas distribution,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,32,40,234121,26129,6591,468
0100000US,,United States,22121,Natural gas distribution,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,34,47,546065,76585,21401,1037
0100000US,,United States,22121,Natural gas distribution,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,24,52,798190,77300,17762,883
0100000US,,United States,22121,Natural gas distribution,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,17,34,1157812,84634,22476,1159
0100000US,,United States,22121,Natural gas distribution,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,26,91,3993573,240447,64361,3534
0100000US,,United States,22121,Natural gas distribution,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,15,281,5796659,586298,169830,7692
0100000US,,United States,22121,Natural gas distribution,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,45,1594,76513559,5506972,1551550,67672
0100000US,,United States,22121,Natural gas distribution,999,Firms not operated for the entire year,2012,37,39,190904,10446,3411,131
0100000US,,United States,221210,Natural gas distribution,001,All firms,2012,459,2419,89568130,6681677,1875780,83937
0100000US,,United States,221210,Natural gas distribution,004,Firms operated for the entire year,2012,422,2380,89377226,6671231,1872369,83806
0100000US,,United States,221210,Natural gas distribution,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,17,17,895,13154,3269,163
0100000US,,United States,221210,Natural gas distribution,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,23,23,4201,1000,263,44
0100000US,,United States,221210,Natural gas distribution,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,38,38,13051,3015,752,75
0100000US,,United States,221210,Natural gas distribution,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,45,45,32979,8911,2395,203
0100000US,,United States,221210,Natural gas distribution,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,53,54,89680,17683,4434,327
0100000US,,United States,221210,Natural gas distribution,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,53,64,196441,29103,7285,549
0100000US,,United States,221210,Natural gas distribution,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,32,40,234121,26129,6591,468
0100000US,,United States,221210,Natural gas distribution,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,34,47,546065,76585,21401,1037
0100000US,,United States,221210,Natural gas distribution,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,24,52,798190,77300,17762,883
0100000US,,United States,221210,Natural gas distribution,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,17,34,1157812,84634,22476,1159
0100000US,,United States,221210,Natural gas distribution,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,26,91,3993573,240447,64361,3534
0100000US,,United States,221210,Natural gas distribution,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,15,281,5796659,586298,169830,7692
0100000US,,United States,221210,Natural gas distribution,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,45,1594,76513559,5506972,1551550,67672
0100000US,,United States,221210,Natural gas distribution,999,Firms not operated for the entire year,2012,37,39,190904,10446,3411,131
0100000US,,United States,2213,"Water, sewage and other systems",001,All firms,2012,3654,4846,12243270,2304351,622553,45287
0100000US,,United States,2213,"Water, sewage and other systems",004,Firms operated for the entire year,2012,3422,4613,12183867,2289858,618490,44814
0100000US,,United States,2213,"Water, sewage and other systems",514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,732,732,38774,13633,3469,1282
0100000US,,United States,2213,"Water, sewage and other systems",523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,736,736,123643,32029,7625,1884
0100000US,,United States,2213,"Water, sewage and other systems",525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,631,632,226352,56250,13552,2266
0100000US,,United States,2213,"Water, sewage and other systems",531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,563,567,392774,98177,23562,3002
0100000US,,United States,2213,"Water, sewage and other systems",533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,453,474,697053,161661,38689,3970
0100000US,,United States,2213,"Water, sewage and other systems",541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,146,154,504920,119036,29106,2495
0100000US,,United States,2213,"Water, sewage and other systems",542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,81,115,568570,118264,29240,2363
0100000US,,United States,2213,"Water, sewage and other systems",551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,39,100,575702,131374,32965,2621
0100000US,,United States,2213,"Water, sewage and other systems",553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,17,81,614272,151833,35893,2667
0100000US,,United States,2213,"Water, sewage and other systems",561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,9,37,660945,112339,29150,1443
0100000US,,United States,2213,"Water, sewage and other systems",563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,7,206,1124233,182321,46561,3455
0100000US,,United States,2213,"Water, sewage and other systems",572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,3,36,D,D,D,g
0100000US,,United States,2213,"Water, sewage and other systems",581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,5,743,D,D,D,j
0100000US,,United States,2213,"Water, sewage and other systems",999,Firms not operated for the entire year,2012,232,233,59403,14493,4063,473
0100000US,,United States,22131,Water supply and irrigation systems,001,All firms,2012,3261,4039,9437810,1841726,501559,36352
0100000US,,United States,22131,Water supply and irrigation systems,004,Firms operated for the entire year,2012,3062,3840,9399551,1831663,499283,36010
0100000US,,United States,22131,Water supply and irrigation systems,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,673,673,35864,9863,2459,1165
0100000US,,United States,22131,Water supply and irrigation systems,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,676,676,113654,28923,6899,1758
0100000US,,United States,22131,Water supply and irrigation systems,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,575,575,205821,50683,12255,2067
0100000US,,United States,22131,Water supply and irrigation systems,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,497,500,345494,84314,20398,2606
0100000US,,United States,22131,Water supply and irrigation systems,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,397,406,612909,136132,32517,3314
0100000US,,United States,22131,Water supply and irrigation systems,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,125,135,432168,102930,24821,2096
0100000US,,United States,22131,Water supply and irrigation systems,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,71,91,495246,95992,23715,1903
0100000US,,United States,22131,Water supply and irrigation systems,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,21,55,311935,80163,19882,1656
0100000US,,United States,22131,Water supply and irrigation systems,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,10,70,353606,120434,28549,2176
0100000US,,United States,22131,Water supply and irrigation systems,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,6,27,440468,87656,22608,1191
0100000US,,United States,22131,Water supply and irrigation systems,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,5,92,D,D,D,h
0100000US,,United States,22131,Water supply and irrigation systems,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,2,35,D,D,D,g
0100000US,,United States,22131,Water supply and irrigation systems,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,4,505,4707791,785346,242047,12073
0100000US,,United States,22131,Water supply and irrigation systems,999,Firms not operated for the entire year,2012,199,199,38259,10063,2276,342
0100000US,,United States,221310,Water supply and irrigation systems,001,All firms,2012,3261,4039,9437810,1841726,501559,36352
0100000US,,United States,221310,Water supply and irrigation systems,004,Firms operated for the entire year,2012,3062,3840,9399551,1831663,499283,36010
0100000US,,United States,221310,Water supply and irrigation systems,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,673,673,35864,9863,2459,1165
0100000US,,United States,221310,Water supply and irrigation systems,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,676,676,113654,28923,6899,1758
0100000US,,United States,221310,Water supply and irrigation systems,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,575,575,205821,50683,12255,2067
0100000US,,United States,221310,Water supply and irrigation systems,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,497,500,345494,84314,20398,2606
0100000US,,United States,221310,Water supply and irrigation systems,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,397,406,612909,136132,32517,3314
0100000US,,United States,221310,Water supply and irrigation systems,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,125,135,432168,102930,24821,2096
0100000US,,United States,221310,Water supply and irrigation systems,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,71,91,495246,95992,23715,1903
0100000US,,United States,221310,Water supply and irrigation systems,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,21,55,311935,80163,19882,1656
0100000US,,United States,221310,Water supply and irrigation systems,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,10,70,353606,120434,28549,2176
0100000US,,United States,221310,Water supply and irrigation systems,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,6,27,440468,87656,22608,1191
0100000US,,United States,221310,Water supply and irrigation systems,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,5,92,D,D,D,h
0100000US,,United States,221310,Water supply and irrigation systems,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,2,35,D,D,D,g
0100000US,,United States,221310,Water supply and irrigation systems,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,4,505,4707791,785346,242047,12073
0100000US,,United States,221310,Water supply and irrigation systems,999,Firms not operated for the entire year,2012,199,199,38259,10063,2276,342
0100000US,,United States,22132,Sewage treatment facilities,001,All firms,2012,379,712,1377034,301017,74468,6849
0100000US,,United States,22132,Sewage treatment facilities,004,Firms operated for the entire year,2012,348,680,D,D,D,i
0100000US,,United States,22132,Sewage treatment facilities,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,60,60,2982,3777,1012,118
0100000US,,United States,22132,Sewage treatment facilities,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,61,61,10194,3153,738,128
0100000US,,United States,22132,Sewage treatment facilities,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,55,55,20254,5513,1283,196
0100000US,,United States,22132,Sewage treatment facilities,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,72,73,50756,15311,3503,446
0100000US,,United States,22132,Sewage treatment facilities,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,56,69,87891,26605,6444,673
0100000US,,United States,22132,Sewage treatment facilities,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,19,20,66326,17395,4578,408
0100000US,,United States,22132,Sewage treatment facilities,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,6,11,D,D,D,e
0100000US,,United States,22132,Sewage treatment facilities,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,13,31,184088,34054,8270,693
0100000US,,United States,22132,Sewage treatment facilities,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,1,1,D,D,D,c
0100000US,,United States,22132,Sewage treatment facilities,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,0,0,0,0,0,0
0100000US,,United States,22132,Sewage treatment facilities,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,4,217,518343,95237,23852,2126
0100000US,,United States,22132,Sewage treatment facilities,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,1,82,D,D,D,g
0100000US,,United States,22132,Sewage treatment facilities,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,0,0,0,0,0,0
0100000US,,United States,22132,Sewage treatment facilities,999,Firms not operated for the entire year,2012,31,32,D,D,D,b
0100000US,,United States,221320,Sewage treatment facilities,001,All firms,2012,379,712,1377034,301017,74468,6849
0100000US,,United States,221320,Sewage treatment facilities,004,Firms operated for the entire year,2012,348,680,D,D,D,i
0100000US,,United States,221320,Sewage treatment facilities,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,60,60,2982,3777,1012,118
0100000US,,United States,221320,Sewage treatment facilities,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,61,61,10194,3153,738,128
0100000US,,United States,221320,Sewage treatment facilities,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,55,55,20254,5513,1283,196
0100000US,,United States,221320,Sewage treatment facilities,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,72,73,50756,15311,3503,446
0100000US,,United States,221320,Sewage treatment facilities,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,56,69,87891,26605,6444,673
0100000US,,United States,221320,Sewage treatment facilities,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,19,20,66326,17395,4578,408
0100000US,,United States,221320,Sewage treatment facilities,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,6,11,D,D,D,e
0100000US,,United States,221320,Sewage treatment facilities,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,13,31,184088,34054,8270,693
0100000US,,United States,221320,Sewage treatment facilities,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,1,1,D,D,D,c
0100000US,,United States,221320,Sewage treatment facilities,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,0,0,0,0,0,0
0100000US,,United States,221320,Sewage treatment facilities,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,4,217,518343,95237,23852,2126
0100000US,,United States,221320,Sewage treatment facilities,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,1,82,D,D,D,g
0100000US,,United States,221320,Sewage treatment facilities,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,0,0,0,0,0,0
0100000US,,United States,221320,Sewage treatment facilities,999,Firms not operated for the entire year,2012,31,32,D,D,D,b
0100000US,,United States,22133,Steam and air-conditioning supply,001,All firms,2012,33,95,1428426,161608,46526,2086
0100000US,,United States,22133,Steam and air-conditioning supply,004,Firms operated for the entire year,2012,31,93,D,D,D,g
0100000US,,United States,22133,Steam and air-conditioning supply,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,0,0,0,0,0,0
0100000US,,United States,22133,Steam and air-conditioning supply,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,0,0,0,0,0,0
0100000US,,United States,22133,Steam and air-conditioning supply,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,0,0,0,0,0,0
0100000US,,United States,22133,Steam and air-conditioning supply,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,1,1,D,D,D,a
0100000US,,United States,22133,Steam and air-conditioning supply,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,3,3,4061,610,166,14
0100000US,,United States,22133,Steam and air-conditioning supply,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,7,7,27684,5032,1289,104
0100000US,,United States,22133,Steam and air-conditioning supply,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,2,3,D,D,D,b
0100000US,,United States,22133,Steam and air-conditioning supply,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,6,11,103927,16037,4370,238
0100000US,,United States,22133,Steam and air-conditioning supply,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,5,7,D,D,D,e
0100000US,,United States,22133,Steam and air-conditioning supply,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,3,7,216521,24301,6461,247
0100000US,,United States,22133,Steam and air-conditioning supply,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,2,19,D,D,D,e
0100000US,,United States,22133,Steam and air-conditioning supply,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,2,35,D,D,D,f
0100000US,,United States,22133,Steam and air-conditioning supply,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,0,0,0,0,0,0
