GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,RCPSZFF.id,RCPSZFF.display-label,YEAR.id,FIRM,ESTAB,RCPTOT,PAYANT,PAYQ1T,EMP
0100000US,,United States,2212,Natural gas distribution,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,25,383,8599995,621630,162177,11157
0100000US,,United States,2212,Natural gas distribution,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,43,1343,51470432,4294614,1370321,65002
0100000US,,United States,2212,Natural gas distribution,999,Firms not operated for the entire year,2002,44,44,161006,8290,1146,84
0100000US,,United States,22121,Natural gas distribution,001,All firms,2002,512,2376,66515186,5369818,1648359,85447
0100000US,,United States,22121,Natural gas distribution,004,Firms operated for the entire year,2002,468,2332,66354180,5361528,1647213,85363
0100000US,,United States,22121,Natural gas distribution,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,30,30,1606,861,233,43
0100000US,,United States,22121,Natural gas distribution,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,42,42,7174,2690,675,104
0100000US,,United States,22121,Natural gas distribution,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,36,36,12853,4064,987,138
0100000US,,United States,22121,Natural gas distribution,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,49,49,36299,6740,1727,236
0100000US,,United States,22121,Natural gas distribution,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,66,68,105542,32705,8265,680
0100000US,,United States,22121,Natural gas distribution,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,36,41,134222,18280,4264,440
0100000US,,United States,22121,Natural gas distribution,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,33,66,235378,26053,6328,498
0100000US,,United States,22121,Natural gas distribution,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,44,62,739451,56288,13959,1178
0100000US,,United States,22121,Natural gas distribution,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,26,57,889106,60321,15712,1322
0100000US,,United States,22121,Natural gas distribution,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,22,40,1563485,91864,25199,1567
0100000US,,United States,22121,Natural gas distribution,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,16,115,2558637,145418,37366,2998
0100000US,,United States,22121,Natural gas distribution,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,25,383,8599995,621630,162177,11157
0100000US,,United States,22121,Natural gas distribution,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,43,1343,51470432,4294614,1370321,65002
0100000US,,United States,22121,Natural gas distribution,999,Firms not operated for the entire year,2002,44,44,161006,8290,1146,84
0100000US,,United States,221210,Natural gas distribution,001,All firms,2002,512,2376,66515186,5369818,1648359,85447
0100000US,,United States,221210,Natural gas distribution,004,Firms operated for the entire year,2002,468,2332,66354180,5361528,1647213,85363
0100000US,,United States,221210,Natural gas distribution,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,30,30,1606,861,233,43
0100000US,,United States,221210,Natural gas distribution,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,42,42,7174,2690,675,104
0100000US,,United States,221210,Natural gas distribution,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,36,36,12853,4064,987,138
0100000US,,United States,221210,Natural gas distribution,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,49,49,36299,6740,1727,236
0100000US,,United States,221210,Natural gas distribution,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,66,68,105542,32705,8265,680
0100000US,,United States,221210,Natural gas distribution,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,36,41,134222,18280,4264,440
0100000US,,United States,221210,Natural gas distribution,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,33,66,235378,26053,6328,498
0100000US,,United States,221210,Natural gas distribution,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,44,62,739451,56288,13959,1178
0100000US,,United States,221210,Natural gas distribution,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,26,57,889106,60321,15712,1322
0100000US,,United States,221210,Natural gas distribution,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,22,40,1563485,91864,25199,1567
0100000US,,United States,221210,Natural gas distribution,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,16,115,2558637,145418,37366,2998
0100000US,,United States,221210,Natural gas distribution,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,25,383,8599995,621630,162177,11157
0100000US,,United States,221210,Natural gas distribution,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,43,1343,51470432,4294614,1370321,65002
0100000US,,United States,221210,Natural gas distribution,999,Firms not operated for the entire year,2002,44,44,161006,8290,1146,84
0100000US,,United States,2213,"Water, sewage and other systems",001,All firms,2002,4651,5333,7363487,1488052,361744,41922
0100000US,,United States,2213,"Water, sewage and other systems",004,Firms operated for the entire year,2002,4330,5012,7314881,1474098,359173,41508
0100000US,,United States,2213,"Water, sewage and other systems",514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,1294,1294,63059,17505,4127,2575
0100000US,,United States,2213,"Water, sewage and other systems",523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,1100,1102,180235,42324,10117,3236
0100000US,,United States,2213,"Water, sewage and other systems",525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,785,787,278980,65302,15496,3193
0100000US,,United States,2213,"Water, sewage and other systems",531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,559,564,392971,88758,20991,3488
0100000US,,United States,2213,"Water, sewage and other systems",533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,373,398,566297,122742,28980,4024
0100000US,,United States,2213,"Water, sewage and other systems",541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,113,150,387415,72845,17789,2194
0100000US,,United States,2213,"Water, sewage and other systems",542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,56,101,391756,83728,20597,2327
0100000US,,United States,2213,"Water, sewage and other systems",551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,22,49,334591,83957,20776,1734
0100000US,,United States,2213,"Water, sewage and other systems",553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,9,17,D,D,D,g
0100000US,,United States,2213,"Water, sewage and other systems",561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,7,44,D,D,D,g
0100000US,,United States,2213,"Water, sewage and other systems",563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,7,106,1005770,205697,55174,3911
0100000US,,United States,2213,"Water, sewage and other systems",572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,4,272,D,D,D,h
0100000US,,United States,2213,"Water, sewage and other systems",581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,1,128,D,D,D,i
0100000US,,United States,2213,"Water, sewage and other systems",999,Firms not operated for the entire year,2002,321,321,48606,13954,2571,414
0100000US,,United States,22131,Water supply and irrigation systems,001,All firms,2002,4105,4603,5886302,1220242,296193,34682
0100000US,,United States,22131,Water supply and irrigation systems,004,Firms operated for the entire year,2002,3830,4328,5848821,1208649,293925,34311
0100000US,,United States,22131,Water supply and irrigation systems,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,1159,1159,56652,15234,3657,2303
0100000US,,United States,22131,Water supply and irrigation systems,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,1005,1005,165191,38025,9086,2972
0100000US,,United States,22131,Water supply and irrigation systems,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,696,698,246842,57871,13747,2836
0100000US,,United States,22131,Water supply and irrigation systems,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,488,489,343417,77909,18491,3018
0100000US,,United States,22131,Water supply and irrigation systems,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,318,330,477471,101512,23890,3312
0100000US,,United States,22131,Water supply and irrigation systems,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,91,112,312462,57423,13532,1752
0100000US,,United States,22131,Water supply and irrigation systems,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,37,69,250891,55023,13254,1540
0100000US,,United States,22131,Water supply and irrigation systems,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,15,36,D,D,D,g
0100000US,,United States,22131,Water supply and irrigation systems,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,6,14,D,D,D,g
0100000US,,United States,22131,Water supply and irrigation systems,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,5,21,356277,66258,16137,1595
0100000US,,United States,22131,Water supply and irrigation systems,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,6,78,D,D,D,h
0100000US,,United States,22131,Water supply and irrigation systems,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,3,201,D,D,D,h
0100000US,,United States,22131,Water supply and irrigation systems,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,1,116,D,D,D,i
0100000US,,United States,22131,Water supply and irrigation systems,999,Firms not operated for the entire year,2002,275,275,37481,11593,2268,371
0100000US,,United States,221310,Water supply and irrigation systems,001,All firms,2002,4105,4603,5886302,1220242,296193,34682
0100000US,,United States,221310,Water supply and irrigation systems,004,Firms operated for the entire year,2002,3830,4328,5848821,1208649,293925,34311
0100000US,,United States,221310,Water supply and irrigation systems,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,1159,1159,56652,15234,3657,2303
0100000US,,United States,221310,Water supply and irrigation systems,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,1005,1005,165191,38025,9086,2972
0100000US,,United States,221310,Water supply and irrigation systems,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,696,698,246842,57871,13747,2836
0100000US,,United States,221310,Water supply and irrigation systems,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,488,489,343417,77909,18491,3018
0100000US,,United States,221310,Water supply and irrigation systems,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,318,330,477471,101512,23890,3312
0100000US,,United States,221310,Water supply and irrigation systems,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,91,112,312462,57423,13532,1752
0100000US,,United States,221310,Water supply and irrigation systems,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,37,69,250891,55023,13254,1540
0100000US,,United States,221310,Water supply and irrigation systems,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,15,36,D,D,D,g
0100000US,,United States,221310,Water supply and irrigation systems,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,6,14,D,D,D,g
0100000US,,United States,221310,Water supply and irrigation systems,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,5,21,356277,66258,16137,1595
0100000US,,United States,221310,Water supply and irrigation systems,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,6,78,D,D,D,h
0100000US,,United States,221310,Water supply and irrigation systems,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,3,201,D,D,D,h
0100000US,,United States,221310,Water supply and irrigation systems,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,1,116,D,D,D,i
0100000US,,United States,221310,Water supply and irrigation systems,999,Firms not operated for the entire year,2002,275,275,37481,11593,2268,371
0100000US,,United States,22132,Sewage treatment facilities,001,All firms,2002,527,667,831917,181137,43963,5643
0100000US,,United States,22132,Sewage treatment facilities,004,Firms operated for the entire year,2002,484,624,821266,178990,43692,5604
0100000US,,United States,22132,Sewage treatment facilities,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,135,135,6500,2311,479,272
0100000US,,United States,22132,Sewage treatment facilities,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,95,96,15010,3754,894,263
0100000US,,United States,22132,Sewage treatment facilities,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,96,97,34852,8259,1962,420
0100000US,,United States,22132,Sewage treatment facilities,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,67,69,47381,9823,2263,417
0100000US,,United States,22132,Sewage treatment facilities,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,52,64,83430,20349,4980,638
0100000US,,United States,22132,Sewage treatment facilities,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,18,25,D,D,D,e
0100000US,,United States,22132,Sewage treatment facilities,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,12,24,D,D,D,f
0100000US,,United States,22132,Sewage treatment facilities,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,2,2,D,D,D,b
0100000US,,United States,22132,Sewage treatment facilities,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,3,37,D,D,D,f
0100000US,,United States,22132,Sewage treatment facilities,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,3,23,D,D,D,g
0100000US,,United States,22132,Sewage treatment facilities,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,1,52,D,D,D,f
0100000US,,United States,22132,Sewage treatment facilities,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,0,0,0,0,0,0
0100000US,,United States,22132,Sewage treatment facilities,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,0,0,0,0,0,0
0100000US,,United States,22132,Sewage treatment facilities,999,Firms not operated for the entire year,2002,43,43,10651,2147,271,39
0100000US,,United States,221320,Sewage treatment facilities,001,All firms,2002,527,667,831917,181137,43963,5643
0100000US,,United States,221320,Sewage treatment facilities,004,Firms operated for the entire year,2002,484,624,821266,178990,43692,5604
0100000US,,United States,221320,Sewage treatment facilities,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,135,135,6500,2311,479,272
0100000US,,United States,221320,Sewage treatment facilities,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,95,96,15010,3754,894,263
0100000US,,United States,221320,Sewage treatment facilities,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,96,97,34852,8259,1962,420
0100000US,,United States,221320,Sewage treatment facilities,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,67,69,47381,9823,2263,417
0100000US,,United States,221320,Sewage treatment facilities,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,52,64,83430,20349,4980,638
0100000US,,United States,221320,Sewage treatment facilities,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,18,25,D,D,D,e
0100000US,,United States,221320,Sewage treatment facilities,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,12,24,D,D,D,f
0100000US,,United States,221320,Sewage treatment facilities,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,2,2,D,D,D,b
0100000US,,United States,221320,Sewage treatment facilities,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,3,37,D,D,D,f
0100000US,,United States,221320,Sewage treatment facilities,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,3,23,D,D,D,g
0100000US,,United States,221320,Sewage treatment facilities,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,1,52,D,D,D,f
0100000US,,United States,221320,Sewage treatment facilities,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,0,0,0,0,0,0
0100000US,,United States,221320,Sewage treatment facilities,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,0,0,0,0,0,0
0100000US,,United States,221320,Sewage treatment facilities,999,Firms not operated for the entire year,2002,43,43,10651,2147,271,39
0100000US,,United States,22133,Steam and air-conditioning supply,001,All firms,2002,40,63,645268,86673,21588,1597
0100000US,,United States,22133,Steam and air-conditioning supply,004,Firms operated for the entire year,2002,37,60,D,D,D,g
0100000US,,United States,22133,Steam and air-conditioning supply,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,2,2,D,D,D,a
0100000US,,United States,22133,Steam and air-conditioning supply,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,1,1,D,D,D,a
0100000US,,United States,22133,Steam and air-conditioning supply,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,1,1,D,D,D,a
0100000US,,United States,22133,Steam and air-conditioning supply,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,5,5,3355,931,217,30
0100000US,,United States,22133,Steam and air-conditioning supply,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,8,8,12461,3221,810,108
0100000US,,United States,22133,Steam and air-conditioning supply,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,3,3,11750,2029,478,52
0100000US,,United States,22133,Steam and air-conditioning supply,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,9,10,69678,10908,2767,225
0100000US,,United States,22133,Steam and air-conditioning supply,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,4,9,73855,11540,2749,172
0100000US,,United States,22133,Steam and air-conditioning supply,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,3,4,D,D,D,c
0100000US,,United States,22133,Steam and air-conditioning supply,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,0,0,0,0,0,0
0100000US,,United States,22133,Steam and air-conditioning supply,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,0,0,0,0,0,0
0100000US,,United States,22133,Steam and air-conditioning supply,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,1,17,D,D,D,f
0100000US,,United States,22133,Steam and air-conditioning supply,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,0,0,0,0,0,0
0100000US,,United States,22133,Steam and air-conditioning supply,999,Firms not operated for the entire year,2002,3,3,D,D,D,a
0100000US,,United States,221330,Steam and air-conditioning supply,001,All firms,2002,40,63,645268,86673,21588,1597
0100000US,,United States,221330,Steam and air-conditioning supply,004,Firms operated for the entire year,2002,37,60,D,D,D,g
0100000US,,United States,221330,Steam and air-conditioning supply,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2002,2,2,D,D,D,a
0100000US,,United States,221330,Steam and air-conditioning supply,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2002,1,1,D,D,D,a
0100000US,,United States,221330,Steam and air-conditioning supply,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2002,1,1,D,D,D,a
0100000US,,United States,221330,Steam and air-conditioning supply,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2002,5,5,3355,931,217,30
0100000US,,United States,221330,Steam and air-conditioning supply,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2002,8,8,12461,3221,810,108
0100000US,,United States,221330,Steam and air-conditioning supply,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2002,3,3,11750,2029,478,52
0100000US,,United States,221330,Steam and air-conditioning supply,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2002,9,10,69678,10908,2767,225
0100000US,,United States,221330,Steam and air-conditioning supply,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2002,4,9,73855,11540,2749,172
0100000US,,United States,221330,Steam and air-conditioning supply,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2002,3,4,D,D,D,c
0100000US,,United States,221330,Steam and air-conditioning supply,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2002,0,0,0,0,0,0
0100000US,,United States,221330,Steam and air-conditioning supply,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2002,0,0,0,0,0,0
0100000US,,United States,221330,Steam and air-conditioning supply,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2002,1,17,D,D,D,f
0100000US,,United States,221330,Steam and air-conditioning supply,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2002,0,0,0,0,0,0
0100000US,,United States,221330,Steam and air-conditioning supply,999,Firms not operated for the entire year,2002,3,3,D,D,D,a
